Date,Category,Type,Amount (USD),Description
2024-07-18,Entertainment,Expense,2574,Random entertainment transaction
2024-06-03,Rent,Expense,1434,Random rent transaction
2024-03-23,Dining Out,Expense,2107,Random dining out transaction
2024-10-25,Transportation,Expense,4346,Random transportation transaction
2024-05-05,Dining Out,Expense,3523,Random dining out transaction
2024-07-27,Miscellaneous,Expense,4955,Random miscellaneous transaction
2024-12-18,Insurance,Expense,337,Random insurance transaction
2024-03-16,Freelance Income,Income,9060,Random freelance income transaction
2024-07-25,Loan Payment,Expense,3244,Random loan payment transaction
2024-05-20,Dining Out,Expense,3663,Random dining out transaction
2024-10-20,Miscellaneous,Expense,952,Random miscellaneous transaction
2024-12-01,Rent,Expense,2822,Random rent transaction
2024-05-11,Freelance Income,Income,8105,Random freelance income transaction
2024-01-20,Entertainment,Expense,2537,Random entertainment transaction
2024-05-04,Dining Out,Expense,4434,Random dining out transaction
2024-07-21,Utilities,Expense,1390,Random utilities transaction
2024-02-25,Utilities,Expense,1280,Random utilities transaction
2024-12-31,Dining Out,Expense,841,Random dining out transaction
2024-05-29,Salary,Income,7896,Random salary transaction
2024-10-21,Rent,Expense,286,Random rent transaction
2024-01-29,Rent,Expense,3796,Random rent transaction
2024-03-28,Savings,Goal,1898,Random savings transaction
2024-04-14,Savings,Goal,2809,Random savings transaction
2024-11-10,Rent,Expense,4954,Random rent transaction
2024-05-21,Groceries,Expense,4440,Random groceries transaction
2024-07-11,Salary,Income,5721,Random salary transaction
2024-09-24,Insurance,Expense,4856,Random insurance transaction
2024-07-28,Loan Payment,Expense,3390,Random loan payment transaction
2024-07-26,Rent,Expense,2423,Random rent transaction
2024-05-12,Miscellaneous,Expense,4671,Random miscellaneous transaction
2024-07-02,Insurance,Expense,4557,Random insurance transaction
2024-10-16,Dining Out,Expense,1821,Random dining out transaction
2024-09-10,Loan Payment,Expense,4140,Random loan payment transaction
2024-01-28,Groceries,Expense,1729,Random groceries transaction
2024-12-18,Utilities,Expense,2465,Random utilities transaction
2024-02-08,Entertainment,Expense,4716,Random entertainment transaction
2024-05-11,Groceries,Expense,4345,Random groceries transaction
2024-10-14,Transportation,Expense,1474,Random transportation transaction
2024-01-25,Groceries,Expense,3391,Random groceries transaction
2024-10-06,Dining Out,Expense,3992,Random dining out transaction
2024-11-25,Rent,Expense,2840,Random rent transaction
2024-08-08,Miscellaneous,Expense,3132,Random miscellaneous transaction
2024-11-04,Entertainment,Expense,4269,Random entertainment transaction
2024-10-05,Loan Payment,Expense,2096,Random loan payment transaction
2024-06-27,Savings,Goal,9594,Random savings transaction
2024-10-12,Entertainment,Expense,2558,Random entertainment transaction
2024-05-10,Freelance Income,Income,4741,Random freelance income transaction
2024-07-06,Rent,Expense,4444,Random rent transaction
2024-10-27,Transportation,Expense,880,Random transportation transaction
2024-02-22,Miscellaneous,Expense,128,Random miscellaneous transaction
2024-04-16,Loan Payment,Expense,3773,Random loan payment transaction
2024-10-22,Utilities,Expense,1457,Random utilities transaction
2024-02-08,Miscellaneous,Expense,1125,Random miscellaneous transaction
2024-12-09,Groceries,Expense,3916,Random groceries transaction
2024-05-04,Utilities,Expense,2348,Random utilities transaction
2024-06-08,Savings,Goal,9766,Random savings transaction
2024-02-11,Utilities,Expense,85,Random utilities transaction
2024-03-31,Savings,Goal,1783,Random savings transaction
2024-09-21,Salary,Income,3218,Random salary transaction
2024-05-07,Rent,Expense,3934,Random rent transaction
2024-07-15,Salary,Income,878,Random salary transaction
2024-04-22,Savings,Goal,9194,Random savings transaction
2024-09-29,Dining Out,Expense,1962,Random dining out transaction
2024-08-02,Utilities,Expense,2372,Random utilities transaction
2024-07-17,Transportation,Expense,1483,Random transportation transaction
2024-08-22,Loan Payment,Expense,1081,Random loan payment transaction
2024-02-29,Savings,Goal,868,Random savings transaction
2024-07-01,Salary,Income,5653,Random salary transaction
2024-12-24,Insurance,Expense,3694,Random insurance transaction
2024-04-07,Groceries,Expense,1535,Random groceries transaction
2024-05-22,Groceries,Expense,2210,Random groceries transaction
2024-09-03,Loan Payment,Expense,4251,Random loan payment transaction
2024-07-16,Miscellaneous,Expense,4938,Random miscellaneous transaction
2024-12-02,Transportation,Expense,1852,Random transportation transaction
2024-05-13,Transportation,Expense,1675,Random transportation transaction
2024-06-21,Miscellaneous,Expense,3796,Random miscellaneous transaction
2024-11-30,Miscellaneous,Expense,4037,Random miscellaneous transaction
2024-09-16,Rent,Expense,3477,Random rent transaction
2024-09-06,Freelance Income,Income,465,Random freelance income transaction
2024-07-04,Savings,Goal,9943,Random savings transaction
2024-03-08,Dining Out,Expense,1531,Random dining out transaction
2024-02-09,Loan Payment,Expense,1001,Random loan payment transaction
2024-02-18,Freelance Income,Income,7185,Random freelance income transaction
2024-03-24,Savings,Goal,1927,Random savings transaction
2024-01-26,Utilities,Expense,4181,Random utilities transaction
2024-10-20,Rent,Expense,3411,Random rent transaction
2024-07-05,Miscellaneous,Expense,3412,Random miscellaneous transaction
2024-05-03,Savings,Goal,9236,Random savings transaction
2024-11-12,Rent,Expense,3086,Random rent transaction
2024-02-03,Groceries,Expense,799,Random groceries transaction
2024-09-08,Dining Out,Expense,1441,Random dining out transaction
2024-03-09,Entertainment,Expense,2793,Random entertainment transaction
2024-07-31,Freelance Income,Income,2258,Random freelance income transaction
2024-07-11,Salary,Income,4842,Random salary transaction
2024-09-08,Utilities,Expense,819,Random utilities transaction
2024-03-06,Loan Payment,Expense,3788,Random loan payment transaction
2024-08-23,Utilities,Expense,4790,Random utilities transaction
2024-01-05,Dining Out,Expense,247,Random dining out transaction
2024-06-26,Entertainment,Expense,4275,Random entertainment transaction
2024-12-18,Entertainment,Expense,4471,Random entertainment transaction
2024-12-14,Groceries,Expense,2860,Random groceries transaction
2024-04-30,Rent,Expense,2391,Random rent transaction
2024-03-31,Dining Out,Expense,304,Random dining out transaction
2024-08-27,Utilities,Expense,2922,Random utilities transaction
2024-06-09,Freelance Income,Income,1162,Random freelance income transaction
2024-03-20,Savings,Goal,4277,Random savings transaction
2024-06-03,Dining Out,Expense,2952,Random dining out transaction
2024-06-27,Insurance,Expense,76,Random insurance transaction
2024-01-03,Insurance,Expense,2239,Random insurance transaction
2024-10-12,Salary,Income,5900,Random salary transaction
2024-07-03,Entertainment,Expense,1206,Random entertainment transaction
2024-08-12,Savings,Goal,8822,Random savings transaction
2024-01-28,Dining Out,Expense,1344,Random dining out transaction
2024-11-11,Dining Out,Expense,2593,Random dining out transaction
2024-12-20,Entertainment,Expense,1026,Random entertainment transaction
2024-03-05,Miscellaneous,Expense,438,Random miscellaneous transaction
2024-04-11,Freelance Income,Income,2714,Random freelance income transaction
2024-06-25,Transportation,Expense,3803,Random transportation transaction
2024-09-30,Freelance Income,Income,1180,Random freelance income transaction
2024-04-26,Groceries,Expense,1010,Random groceries transaction
2024-03-28,Savings,Goal,7488,Random savings transaction
2024-01-09,Entertainment,Expense,3197,Random entertainment transaction
2024-04-28,Loan Payment,Expense,3745,Random loan payment transaction
2024-10-14,Salary,Income,570,Random salary transaction
2024-03-11,Miscellaneous,Expense,1317,Random miscellaneous transaction
2024-09-27,Transportation,Expense,746,Random transportation transaction
2024-08-03,Savings,Goal,8477,Random savings transaction
2024-01-06,Freelance Income,Income,5700,Random freelance income transaction
2024-05-14,Utilities,Expense,1187,Random utilities transaction
2024-01-24,Loan Payment,Expense,501,Random loan payment transaction
2024-06-20,Entertainment,Expense,286,Random entertainment transaction
2024-06-23,Savings,Goal,1516,Random savings transaction
2024-09-01,Freelance Income,Income,9130,Random freelance income transaction
2024-07-26,Loan Payment,Expense,1885,Random loan payment transaction
2024-09-25,Salary,Income,7077,Random salary transaction
2024-05-16,Utilities,Expense,990,Random utilities transaction
2024-09-27,Miscellaneous,Expense,3634,Random miscellaneous transaction
2024-10-05,Dining Out,Expense,1333,Random dining out transaction
2024-03-26,Entertainment,Expense,759,Random entertainment transaction
2024-01-24,Dining Out,Expense,4862,Random dining out transaction
2024-12-07,Groceries,Expense,4460,Random groceries transaction
2024-04-28,Transportation,Expense,566,Random transportation transaction
2024-08-29,Insurance,Expense,2031,Random insurance transaction
2024-10-16,Miscellaneous,Expense,667,Random miscellaneous transaction
2024-05-21,Miscellaneous,Expense,2407,Random miscellaneous transaction
2024-06-02,Groceries,Expense,2074,Random groceries transaction
2024-06-29,Transportation,Expense,1277,Random transportation transaction
2024-11-03,Entertainment,Expense,2838,Random entertainment transaction
2024-01-06,Entertainment,Expense,1772,Random entertainment transaction
2024-03-14,Groceries,Expense,1801,Random groceries transaction
2024-09-28,Groceries,Expense,3094,Random groceries transaction
2024-02-07,Entertainment,Expense,762,Random entertainment transaction
2024-08-23,Utilities,Expense,3616,Random utilities transaction
2024-08-24,Entertainment,Expense,2743,Random entertainment transaction
2024-04-13,Groceries,Expense,2654,Random groceries transaction
2024-01-09,Entertainment,Expense,4324,Random entertainment transaction
2024-03-01,Utilities,Expense,3552,Random utilities transaction
2024-06-06,Loan Payment,Expense,3159,Random loan payment transaction
2024-04-10,Dining Out,Expense,2597,Random dining out transaction
2024-02-11,Utilities,Expense,576,Random utilities transaction
2024-09-07,Miscellaneous,Expense,3309,Random miscellaneous transaction
2024-07-07,Insurance,Expense,4182,Random insurance transaction
2024-08-23,Salary,Income,4353,Random salary transaction
2024-11-12,Rent,Expense,2060,Random rent transaction
2024-04-05,Entertainment,Expense,4760,Random entertainment transaction
2024-08-07,Dining Out,Expense,3546,Random dining out transaction
2024-03-15,Salary,Income,4146,Random salary transaction
2024-11-28,Miscellaneous,Expense,3872,Random miscellaneous transaction
2024-04-08,Utilities,Expense,4949,Random utilities transaction
2024-04-18,Entertainment,Expense,4716,Random entertainment transaction
2024-06-22,Freelance Income,Income,8871,Random freelance income transaction
2024-06-16,Dining Out,Expense,3819,Random dining out transaction
2024-01-10,Rent,Expense,566,Random rent transaction
2024-12-11,Freelance Income,Income,4156,Random freelance income transaction
2024-09-21,Utilities,Expense,3847,Random utilities transaction
2024-06-09,Freelance Income,Income,4806,Random freelance income transaction
2024-11-09,Freelance Income,Income,6515,Random freelance income transaction
2024-08-22,Insurance,Expense,60,Random insurance transaction
2024-04-27,Loan Payment,Expense,1764,Random loan payment transaction
2024-08-29,Utilities,Expense,1090,Random utilities transaction
2024-03-18,Groceries,Expense,21,Random groceries transaction
2024-07-03,Groceries,Expense,1572,Random groceries transaction
2024-11-05,Insurance,Expense,2244,Random insurance transaction
2024-10-09,Entertainment,Expense,4874,Random entertainment transaction
2024-01-11,Salary,Income,3173,Random salary transaction
2024-10-26,Rent,Expense,4716,Random rent transaction
2024-02-27,Insurance,Expense,1794,Random insurance transaction
2024-12-11,Miscellaneous,Expense,4486,Random miscellaneous transaction
2024-04-12,Groceries,Expense,4417,Random groceries transaction
2024-06-14,Savings,Goal,6458,Random savings transaction
2024-09-12,Dining Out,Expense,4952,Random dining out transaction
2024-07-25,Salary,Income,8963,Random salary transaction
2024-07-30,Utilities,Expense,882,Random utilities transaction
2024-05-10,Miscellaneous,Expense,2531,Random miscellaneous transaction
2024-10-09,Loan Payment,Expense,3454,Random loan payment transaction
2024-07-27,Transportation,Expense,4351,Random transportation transaction
2024-02-03,Rent,Expense,2320,Random rent transaction
2024-06-18,Rent,Expense,2383,Random rent transaction
2024-01-01,Salary,Income,9443,Random salary transaction
2024-10-06,Loan Payment,Expense,2949,Random loan payment transaction
2024-11-20,Insurance,Expense,3456,Random insurance transaction
2024-07-04,Entertainment,Expense,3742,Random entertainment transaction
2024-07-28,Freelance Income,Income,3038,Random freelance income transaction
